title,content,option_a,option_b,option_c,option_d,option_e,correct_answer,category,difficulty,year,hint,solution_idea,explanation,tags,is_active
C Q.054,"考慮下面的程式片段，
int a[4]=?, b[4]=?,d[8];
int ai=0, di=0;
for (int bi=0; bi<4; bi++) {
while (ai<4 && a[ai] <= b[bi])
d[di++] = a[ai++];
d[di++] = b[bi];
}
此程式是想要將 a,b 兩個遞增序列合併成一個遞
增序列d，但此程式有個錯誤，請問下列哪一組測
資放在第一行的?處，可以使得 d 不是想要的結
果？","a[4]={0,0,0,0}, b[4]={1,4,5,6}","a[4]={1,2,3,4}, b[4]={5,6,7,8}","a[4]={3,4,7,9}, b[4]={1,2,5,8}","a[4]={1,3,5,7}, b[4]={2,4,6,8}",以上皆非,C,程式理解,hard,,,,程式想把 a、b 兩個遞增陣列合併成 d，但迴圈結束後漏了「把 a 中還沒複製完的部分補進 d 尾端」這一步。當 a 中有元素大於 b 的最大值（b[3]）時，這些元素就永遠不會被複製進 d，答案是這種情況發生的測資。,"C程式,程式理解,程式識讀",True
C Q.055,"int a[4][2]={{-1,-2},{1,2},{5,-4},{-3,1}};
int d[10],i,j,k=0;
for (i=0; i<4; i++) {
for (j=0; j<2; j++) {
if (a[i][j] < 0) continue;
d[k++] = a[i][j];
}
}
printf(""%d %d %d"", k,d[1],d[3]);
輸出為何？",8 -1 1,4 2 1,4 -2 -3,4 1 5,以上皆非或程式錯誤,B,陣列,medium,,,,"逐一走訪二維陣列，只有非負的元素才會被放進 d（負的用 continue 跳過）：a[1][0]=1, a[1][1]=2, a[2][0]=5, a[3][1]=1 依序放入 d，k=4；d[1]=2, d[3]=1。","C程式,程式識讀,陣列",True
C Q.056,"int a[8]={4,3,6,5,0,8,9,2};
int t1=-1, t2=-1;
for (int i=0; i<8; i++) {
if (a[i]%2) continue;
if (a[i] > t1) {
t2 = t1; t1 = a[i];
} else if (a[i] > t2) {
t2 = a[i];
}
}
printf(""%d %d"", t1,t2);

輸出為何？",9 8,6 4,8 6,8 4,以上皆非或程式錯誤,C,程式理解,medium,,,,"只考慮偶數（continue 跳過奇數），t1、t2 分別記錄目前為止最大與第二大的偶數。依序處理 4,3,6,5,0,8,9,2 這些偶數（4,6,0,8,2）後，最大的偶數是 8，第二大是 6。","C程式,程式理解,程式識讀",True
C Q.057,"int a[4] = {1,2,3,4}, c[4];
int *b = a;
for (int i=0; i<4; i++)
c[i] = a[3-i];
b[1] = 0;
printf(""%d %d %d"", a[1],b[1],c[1]);
輸出為何？",0 0 3,2 0 3,0 0 2,1 2 2,以上皆非或程式錯誤,A,指標,medium,,,,b 跟 a 指向同一個陣列（int *b=a），因此 b[1]=0 也會改變 a[1]；c 則是把 a 反轉後另外存的獨立陣列，不受影響。計算完 c[i]=a[3-i] 之後才執行 b[1]=0，所以 a[1]、b[1] 都變成 0，而 c[1]=a[2]（原始值 3）。,"C程式,指標,程式識讀",True
C Q.058,"int k = ?, a[7]={3,1,4,7,2,6,5}, t[7],i;
for (i=0; i<k; i++) t[i]=a[i];
for (i=k; i<7; i++) a[i-k] = a[i];
for (i=0; i<k; i++) a[7-k+i] = t[i];
以下選項中 k 的初值與執行後 a 陣列的內容的敘述何
者正確？","若k=0，則a={3,5,1,6,4,2,7}","若k=2，則a={4,3,1,7,2,6,5}","若k=4，則a={2,6,5,7,4,1,3}","若k=5，則a={6,5,3,1,4,7,2}",以上皆非或程式錯誤,D,陣列,hard,,,,"這段程式把陣列的前 k 個元素暫存起來，將剩下的元素往前搬移，再把暫存的內容接到陣列尾端，等於把陣列視為環狀、向左旋轉 k 格。以 k=5 為例，原始陣列 [3,1,4,7,2,6,5] 向左旋轉 5 格後變成 [6,5,3,1,4,7,2]。","C程式,程式識讀,陣列",True
C Q.059,"int total=0, imax=0, i;
for (i=0; i<16; i++) {
int cnt=0, j=i;
while (j > 0) {
if (j&1) cnt++;
j >>= 1;
}
if (cnt > imax) imax = cnt;
total += cnt;
}
printf(""%d %d"", imax, total);
輸出為何？",5 30,4 30,4 32,4 34,以上皆非或程式錯誤,C,位元運算,hard,,,,內層迴圈在計算 i 的二進位表示中有幾個 1（popcount）。i 從 0 到 15（4 個位元），其中 i=15（1111）有最多的 4 個 1，所以 imax=4；而每個位元恰好在一半的數字中是 1，所以 0~15 的 1 的總數是 4*8=32。,"C程式,位元運算,程式識讀",True
C Q.060,"int a = (10 << 3);
int b = (a&(a-1));
printf(""%d"", a-b);
輸出為何？",0,16,32,64,以上皆非或程式錯誤,B,位元運算,hard,,,,10<<3 等於 80（二進位 1010000）。a&(a-1) 這個技巧會把最低位的 1 清除掉，也就是把 80 變成 64（1000000）。a-b 就是被清除的那個最低位的值，等於 16。,"C程式,位元運算,程式識讀",True
C Q.061,"int k = 0b?
int a[8] = {8,3,1,5,0,7,4,2},t = 0;
for (int i=0; i<8; i++) {
if (k & (1<<i))
t += a[i];
}
printf(""%d"", t);
註： 0b是二進位表示的意思，例如0b1101 就是十
進制整數13。
以下選項中k 的初值與輸出的敘述何者錯誤？",若k=0b00000101，則輸出為 9,若k=0b10100010，則輸出為 12,若k=0b10000001，則輸出為 10,若k=0b00110000，則輸出為 6,以上皆無錯誤或程式錯誤,D,位元運算,medium,,,,每個選項先算出 k 的二進位表示中哪些位元是 1，再把對應索引的 a 元素加總。逐一驗證後，只有 (D) k=0b00110000（第 4、5 位元為 1，對應 a[4]+a[5]=0+7=7）跟宣稱的輸出「6」不符，其餘選項的計算結果都跟宣稱的一致。,"C程式,位元運算,程式識讀",True
C Q.062,"int chk(char s[], int n) {
for (int i=0,j=n-1; i<j; i++,j--) {
if (s[i] != s[j])
return 0;
}
return 1;
}
以下選項中的函數呼叫與回傳值的敘述何者錯
誤？","chk(""xxarx"",5)回傳1","chk(""a"",1)回傳 1","chk(""abba"",4)回傳1","chk(""abab"",4)回傳0",以上皆無錯誤或程式錯誤,A,字串,medium,,,,"此函數用兩端往中間比對的方式檢查字串是否為回文（迴文）。逐一驗證後，只有 (A) chk(""xxarx"",5) 的結果應該是 0（因為索引 1 是 x、索引 3 是 r 不相等），跟宣稱的「回傳 1」不符。","C程式,字串,程式識讀",True
C Q.063,"char chk(char *s, char *t) {
for ( ; *s; s++,t++) {
if (*s != *t)
return *s;
}
return '?';
}
以下程式
char p=chk(""axarc"",""axabc""),
q=chk(""qwerty"",""qwer""),
r=chk(""ds"",""dst"");
printf(""%c%c%c"",p,q,r);
輸出為何？",ats,a?s,r??,rt?,以上皆非或程式錯誤,D,字串,medium,,,,"此函數逐字元比較兩個字串，回傳第一個不同的字元；若其中一個字串先結束（走到 '\0'）而還沒找到不同處，也視為找到不同（比較到 '\0'）。p=""axarc"" 與 ""axabc"" 在索引 3 不同（'r' vs 'b'），回傳 'r'；q=""qwerty"" 與 ""qwer"" 在索引 4 不同（'t' vs '\0'），回傳 't'；r=""ds"" 與 ""dst"" 完全相同直到 ""ds"" 結束，回傳預設的 '?'。輸出為 ""rt?""。","C程式,字串,程式識讀",True
C Q.064,"int a = 3;
int f(int k) {
int a = 4;
k += 2;
return a+k;
}
int main() {
int b = 1, c = f(b)+a;
printf(""%d %d"", b,c);
return 0;
}
輸出為何？",3 11,1 10,1 11,3 10,以上皆非或程式錯誤,B,函式,easy,,,,函數 f 內部宣告了自己的區域變數 a（=4），與外部全域的 a（=3）互不影響。f(b) 中 k=1+2=3，回傳 4+3=7；main 中的 c=f(b)+a 使用的是全域 a=3，所以 c=7+3=10。b 本身沒有被改變，仍是 1。,"C程式,函式,程式識讀",True
C Q.065,"int a = 3;
int f(int *k) {
a = 4;
*k += 2;
return a+(*k);
}
int main() {
int b = 1;
int c = f(&b)+a;
printf(""%d %d"", b,c);
return 0;
}
輸出為何？",1 11,1 10,3 10,3 11,以上皆非或程式錯誤,D,函式,medium,,,,函數 f 沒有另外宣告區域變數 a，因此 a=4 這行改的是全域變數；*k 則是傳址呼叫，*k+=2 讓 main 中的 b 直接從 1 變成 3。呼叫 f(&b) 後全域 a 已經變成 4，因此 main 中 c=f(&b)+a 使用的是更新後的 a=4：f 回傳 4+3=7，c=7+4=11。b 最終為 3。,"C程式,函式,程式識讀",True
C Q.066,"int a = 3, b = 1;
int f(int a) {
a += 2;
b = 4;
return a+b;
}
int main() {
int a=5;
int c = f(b)+a;
printf(""%d %d"", b,c);
return 0;
}
輸出為何？",1 14,4 14,4 12,1 12,以上皆非或程式錯誤,C,函式,medium,,,,函數 f 中的 a 是參數（區域變數），傳入的是全域 b=1，a+=2 後變成 3；函數內的 b 沒有另外宣告，因此改的是全域變數，b=4，f 回傳 a+b=3+4=7。main 中另外宣告了區域變數 a=5，c=f(b)+a=7+5=12。全域的 b 已在呼叫 f 時被改成 4。,"C程式,函式,程式識讀",True
C Q.067,"int f(int p, int q[]) {
p += 2;
q[0] = 0;
return p+q[0]+q[1];
}
int main() {
int a=3, b[3] = {1,2,0};
int d = f(a,b+1);
printf(""%d %d %d"",a,d,b[0]+b[1]);
return 0;
}
輸出為何？",5 7 2,3 7 2,3 5 1,3 7 1,以上皆非或程式錯誤,C,資料結構,medium,,,,"p 是傳值呼叫（p+=2 不影響外部），q 則是指向 b+1（也就是 b[1] 開始）的指標：q[0]=0 讓 b[1] 變成 0。回傳 p+q[0]+q[1]=5+0+0=5。main 中 a 沒被改變仍是 3，b 變成 [1,0,0]，b[0]+b[1]=1。","C程式,程式識讀,資料結構",True
C Q.068,"char *f(char t[], char *s, int k) {
int i, j=0;
for (i=0; i<k; i++) {
for ( ? )
t[j] = *p;
}
t[j] = '\0';
return t;
}
此函數將字串複製 k 次放在 t，例如呼叫
f(t,""tle"",2)後 t 的內容會是""tletle""。程
式中for迴圈的?部份應該填入下列何者？",j=0; j<n; j++,"char *p=s; *p; p++,j++","char p=*s; p!='\0'; p++,j++",char *p=s; *p; p++,以上皆非或程式錯誤,B,字串,medium,,,,"內層迴圈要把字串 s 逐字複製到 t（從目前的 j 開始寫入，且外層每次呼叫都不重置 j），因此要用指標 p 走訪 s，每複製一個字元就同時把 p 和 j 往後移一格：for (char *p=s; *p; p++,j++)。","C程式,字串,程式識讀",True
C Q.069,"int f(char s[]) {
int cnt[26]={0}, imax=0;
for (char *p=s; *p; p++) {
if (*p<'a' || *p>'z')
return -1;
cnt[*p - 'a']++;
}
for (int i=0; i<26; i++) {
if (cnt[i]>imax) imax = cnt[i];
}
return imax;
}
以下選項中傳入值s 與回傳值的敘述何者錯誤？","f(""xxBarx"")回傳-1","f(""abccbac"")回傳 3","f(""waxyz"")回傳 1","f(""aaaaabbbb"")回傳5",以上皆無錯誤或程式錯誤,E,字串,medium,,,,此函數計算字串中出現最多次的小寫字母次數，若遇到非小寫字母則回傳 -1。逐一驗證所有選項的傳入值與宣稱的回傳值，結果都吻合，因此沒有錯誤的選項。,"C程式,字串,程式識讀",True
C Q.070,"int g(int x, int y) {
if (y == 0) return x;
if (x >= y) return g(x-y,y);
return g(y,x);
}
以下程式
int a[4]={3,5,12,18},ans = 0;
for (int i=0; i<3; i++) {
ans += g(a[i],a[i+1]);
}
printf(""%d"", ans);
輸出為何？",3,8,10,12,以上皆非或程式錯誤,B,遞迴,hard,,,,"此函數是輾轉相除法（歐幾里得演算法），計算兩數的最大公因數。陣列中相鄰兩數的 gcd 依序是 gcd(3,5)=1, gcd(5,12)=1, gcd(12,18)=6，總和為 8。","C程式,程式識讀,遞迴",True
C Q.071,"int g(int x, int y) {
if (x < 2) return y;
return g(x-2,y+1);
}
以下程式
int a[4]={1,5,20,8}, b[4]={3,1,20,0};
int ans=0;
for (int i=0; i<4; i++)
ans += g(a[i],b[i]);
printf(""%d"", ans);
輸出為何？",40,45,52,58,以上皆非或程式錯誤,A,遞迴,medium,,,,此函數每次遞迴讓 x 減 2、y 加 1，直到 x<2 為止再回傳 y，等同於回傳 y + floor(x/2)。四組數值分別算出 3、3、30、4，總和為 40。,"C程式,程式識讀,遞迴",True
C Q.072,"int g(int x, int y) {
int t = 0;
while (x > 1 && y > 0) {
t++; x -= 2; y--;
}
return t;
}
以下程式
int a[4]={1,5,20,9}, b[4]={3,1,11,4};
int ans=0;
for (int i=0; i<4; i++)
ans += g(a[i],b[i]);
printf(""%d"", ans);
輸出為何？",17,16,15,14,以上皆非或程式錯誤,C,函式,medium,,,,"此函數每次讓 x 減 2、y 減 1（同時要 x>1 且 y>0），累計次數 t，等同於回傳 min(x//2, y)。四組數值分別是 min(0,3)=0、min(2,1)=1、min(10,11)=10、min(4,4)=4，總和為 15。","C程式,函式,程式識讀",True
C Q.073,"int g(int d) {
if (d%2 == 0) return f(d/2)+1;
return f(d);
}
int f(int d) {
if (d == 1) return 0;
if (d%2) return g(3*d+1)+1;
return g(d);
}
若ans = f(1)+f(2)+f(3)+f(4)，則ans 的
值為何？",7,8,9,10,以上皆非或程式錯誤,D,遞迴,hard,,,,這是考拉茲猜想（3n+1 問題）的變形，回傳從 d 開始經過幾步變成 1（偶數除以 2、奇數變成 3n+1 各算一步）。f(1)=0、f(2)=1、f(4)=2，f(3) 需要展開追蹤（3→10→5→16→8→4→2→1）得到 7，總和 0+1+7+2=10。,"C程式,程式識讀,遞迴",True
C Q.074,"int g(int d[], int n) {
int t=0;
for (int i=0; i<n; i++) {
t += d[i];
d[i] = i;
}
return t;
}
以下程式
int *p;
int x=g(p, 10);
printf(""%d %d"", x,p[3]);
輸出為何？",0 3,0 0,45 3,45 0,以上皆非或程式錯誤,E,指標,medium,,,,指標 p 只有宣告卻沒有指向任何有效的記憶體就傳入函數並存取 d[i]，這是未定義行為（讀寫未初始化的指標），屬於程式錯誤。,"C程式,指標,程式識讀",True
C Q.075,"void g(int s[], int le, int ri) {
if (le >= ri) return;
for (int i=le+1; i<ri; i++) {
if (s[i] > s[le]) le = i;
}
printf(""%d "", s[le]);
g(s, le+1, ri);
}
以下程式
int a[9]={5,2,9,4,5,6,3,4,1};
g(a, 0, 9);
輸出為何？",9 5 6,9 6 4 1,9 5 6 1,9 6 3 4 1,以上皆非或程式錯誤,B,遞迴,medium,,,,"此函數在區間 [le, ri) 中找出最大值的位置並印出，然後遞迴處理其右側的區間。依序找出的最大值是 9（索引 2）、6（索引 5）、4（索引 7）、1（索引 8），輸出為 ""9 6 4 1""。","C程式,程式識讀,遞迴",True
C Q.076,"int a[11]={3,4,1,5,2,4,2,6,9,7,8};
int s[11],t=-1,i;
for (i=0; i<11; i++) {
while (t>=0 && s[t]>=a[i])
t--;
s[++t] = a[i];
}
while (t >= 0)
printf(""%d "", s[t--]);
輸出為何？",8 7 6 5 4 3,8 7 6 4 2 1,8 7 6 2 1,8 7 6 2 2 1,以上皆非或程式錯誤,C,資料結構,medium,,,,"s 是一個 stack，維護一個嚴格遞增的子序列：每來一個新元素，就把 stack 中大於等於它的元素持續彈出，再把新元素壓入。依序處理陣列後，stack 中剩下的元素由底到頂是 1,2,6,7,8，反序印出即為 ""8 7 6 2 1""。","C程式,程式識讀,資料結構",True
C Q.077,"int a[9] = ? ;
int t = 0;
for (int i=0; i<9; i++) {
if (a[i]>t || a[i]<-t)
t = a[i];
}
printf(""%d"", t);
則程式中?的部分為以下選項與其輸出的敘述何者
錯誤？","?為{1,2,3,4,5,6,9,8,7}時輸出9","?為{3,2,-4,-5,1,2,3,0,-5}時輸出-5","?為{5,-2,3,-6,0,-4,1,2,-3}時輸出-4","?為{1,0,0,-4,2,1,-7,2,0}時輸出2",以上皆無誤,C,函式,hard,,,,這段程式想找出陣列中絕對值最大的元素：若目前 t 是正值，之後只有絕對值更大的正數或很小的負數會取代它；但一旦 t 變成負值，後面任何比它「數值上更大」的值（包含正數）都會取代它，導致結果未必是絕對值最大者。逐一驗證各選項後，只有 (C) 的實際輸出應為 -3，跟宣稱的 -4 不符。,"C程式,函式,程式識讀",True
C Q.078,"int a[7] = {3,1,6,4,9,5,7}, n=7, s=0;
for (int i=0; i<n; i++) {
s += (a[i] > a[i+1])? a[i] : a[i+1];
}
printf(""%d"", s);
輸出為何？",35,40,50,47,以上皆非或程式錯誤,E,陣列,medium,,,,迴圈跑到 i=n-1 時會存取 a[i+1]，也就是 a[n]，已經超出陣列範圍（陣列只有 n 個元素，索引 0~n-1），屬於未定義行為。迴圈條件應寫成 i<n-1 才正確。,"C程式,程式識讀,陣列",True
C Q.079,"int a[8]={1,2,4,4,5,7,7,8};
int f(int v) {
int i = 0;
while (a[i] < v)
i++;
return i;
}
以下選項中，v 與回傳值的敘述何者錯誤？",f(0)回傳0,f(6)回傳5,f(4)回傳2,f(9)回傳8,以上皆無錯誤,D,程式理解,medium,,,,此函數找出陣列中第一個「不小於 v」的位置。逐一驗證後，只有 (D) f(9) 因為陣列中沒有任何元素大於等於 9，迴圈的 i 會持續遞增直到超出陣列範圍，屬於未定義行為，並不保證回傳 8。,"C程式,程式理解,程式識讀",True
C Q.080,"int s[9] = ? ;
int f(int le, int ri) {
for (int i=le+1; i<ri; i++) {
if (abs(s[i]) > abs(s[le]))
le = i;
}
if (s[le] >= 0 || le+1==ri)
return s[le];
return f(le+1,ri);
}
考慮f(0,9)呼叫此函數，以下選項中 s 的初值與對
應的回傳值何者錯誤？","?為{1,2,3,4,5,6,9,8,7}時回傳9","?為{3,2,-4,-5,1,2,3,0,-5}時回傳-5","?為{5,-2,3,-6,0,-4,1,2,-3}時回傳-4","?為{1,0,0,-4,2,1,-7,2,0}時回傳2",以上皆無誤,C,遞迴,hard,,,,此函數在區間中找出絕對值最大者，若是正數或已經到達區間最右側就回傳它，否則捨棄它、遞迴處理右側剩餘的區間。逐一驗證後，只有 (C) 的實際回傳值應為 -3，跟宣稱的 -4 不符。,"C程式,程式識讀,遞迴",True
C Q.081,"int a;
int main() {
int b, c[5]={-1};
printf(""%d %d %d"", a, b, c[2]);
return 0;
}
對於輸出a,b,c[2]的值，下列敘述何者正確？",a=0，b=0，c[2]= -1,a與b 的值不一定，c[2]= -1,a與b 的值不一定，c[2]= 0,a=0，b 的值不一定，c[2]= 0,a，b，c[2]的值皆不一定,D,程式理解,hard,,,,全域變數（如 a）未賦初值時會自動初始化為 0；區域變數（如 b）未賦初值則內容不確定；陣列部分給值時，未給值的元素（如 c[2]）會自動補為 0。,"C程式,程式理解,程式識讀",True
C Q.082,"int chk(char *s) {
int i=0, j, cost=0;
for (j=0; s[j]; j++);
j--;
while (i < j) {
if (s[i] != s[j]) {
cost += (s[i]<s[j])? s[i]: s[j];
cost -= '0';
}
i++; j--;
}
return cost;
}
以chk(""93010307435"")呼叫的回傳值為何？",6,8,9,12,以上皆非或程式錯誤,A,函式,medium,,,,"此函數比較字串左右對稱位置的字元，若不同就把兩者中較小的（ASCII 值較小的）字元轉成數字後累加。以 ""93010307435"" 為例，對稱比較後不相等的位置分別貢獻 5、0、1，總和為 6。","C程式,函式,程式識讀",True
C Q.083,"int idx[4] = {3,0,5,1},
p[5] = {5,4,3,2,1}, total = 0;
for (int i=0; i<4; i++) {
if (p[idx[i]]<5 && idx[i]<5)
total += p[idx[i]];
}
printf(""%d"", total);
輸出為何？",11,6,15,4,以上皆非或程式錯誤,E,流程控制,hard,,,,這段程式原本想把 idx 所指位置且數值小於 5 的元素加總，但 if 判斷式把兩個條件的順序寫反了：p[idx[i]]<5 會先被求值，當 idx[i]=5 時 p[5] 已經超出陣列範圍（p 只有索引 0~4），造成未定義行為（程式錯誤），沒有機會先檢查 idx[i]<5 這個保護條件。,"C程式,流程控制,程式識讀",True
C Q.084,"int a[5]={3,1,2,0,5},p=12,cnt=0;
for (int i=0; i<5; i++) {
if ((p%a[i]==0) && (a[i]!=0)) {
cnt++;
}
}
printf(""%d"", cnt);
輸出為何？",0,1,2,3,以上皆非或程式錯誤,E,流程控制,medium,,,,這段程式原本想計算 p 的倍數共有幾個，但 if 判斷式把兩個條件的順序寫反了：p%a[i] 會先被求值，當 a[i]=0 時就是除以 0，造成程式錯誤，沒有機會先檢查 a[i]!=0 這個保護條件。,"C程式,流程控制,程式識讀",True
C Q.085,"int a[8]={0,1,4,2,0,-3,2,0},p=3;
while (1) {
if (a[p]==0 || p<0 || p>=8)
break;
p += a[p];
}
printf(""%d"", p);
輸出為何？",0,4,7,8,以上皆非或程式錯誤,E,流程控制,medium,,,,這段程式讓 p 依照 a[p] 的值前進或後退，直到遇到 0 或超出範圍才停止，但 if 判斷式把條件順序寫反了：a[p] 會先被求值，當 p 已經等於 8（超出陣列範圍，陣列只有索引 0~7）時就先發生了超界存取，沒有機會先檢查 p>=8 這個保護條件，屬於程式錯誤。,"C程式,流程控制,程式識讀",True
C Q.086,"int a[11]={0,-1,4,2,0,-3,-2,5,1,-8,-3};
int f(int i) {
while (0<=i && i<11) {
if (a[i]==0) return i;
i += a[i];
}
return -1;
}
則 f(1),f(3),f(8),f(10)回傳值依序為
何？","0,4,-1,-1","0,4,0,-1","1,-1,4,-1","0,-1,0,-1",以上皆非或程式錯誤,B,陣列,medium,,,,"此函數讓 i 依照 a[i] 的值前進或後退，直到遇到值為 0 的位置（回傳該位置）或超出陣列範圍（回傳 -1）。逐一模擬 f(1)、f(3)、f(8)、f(10) 的路徑，結果依序是 0, 4, 0, -1。","C程式,程式識讀,陣列",True
C Q.087,"int a[8]={0,1,2,3,4,5,6,7},p[8],j=0;
for (int i=0; i<8; i+=2)
p[j++] = a[i];
for (int i=7; i>=0; i-=2)
p[j++] = a[i];
執行後p的內容為何？[]用來表示陣列。","[0,2,4,6,7,5,3,1]","[0,1,2,3,4,5,6,7]","[0,2,4,6,1,3,5,7]","[0,1,2,3,7,6,5,4]",以上皆非或程式錯誤,A,陣列,easy,,,,"第一個迴圈把索引為偶數的元素（0,2,4,6）依序放入 p 的前半段，第二個迴圈把索引為奇數的元素由大到小（7,5,3,1）放入 p 的後半段，結果是 [0,2,4,6,7,5,3,1]。","C程式,程式識讀,陣列",True
C Q.088,"int a[3][2]={{0,1},{2,3},{4,5}},*p=a;
*(p+4) = 9;
*(p+2) = 7;
for (int i=0; i<3; i++)
printf(""%d %d "", a[i][0],a[i][1]);
輸出為何？",0 1 2 3 4 5,0 1 2 9 7 5,0 1 7 3 9 5,0 1 2 3 7 9,以上皆非或程式錯誤,C,陣列,medium,,,,"二維陣列在記憶體中是以 row-major（列優先）方式連續儲存的，把 a 看成一維陣列時，位置 2（從 0 算起）對應到原本的 a[1][0]（值 2），位置 4 對應到 a[2][0]（值 4）。*(p+4)=9 把原本存 4 的位置改成 9，*(p+2)=7 把原本存 2 的位置改成 7，結果是 ""0 1 7 3 9 5""。","C程式,程式識讀,陣列",True
